,label
12140,1
35897,1
30666,0
475,1
4990,0
9666,0
34630,1
35381,1
18486,0
928,0
11097,1
20905,0
8561,0
40219,0
6748,1
3193,1
28800,1
19227,0
18559,0
21483,1
7949,0
34755,0
34997,0
6366,0
36535,0
10919,0
457,0
29898,1
3519,0
11849,0
34203,1
13757,0
1638,0
8171,1
37224,0
15811,1
7721,0
4563,0
1219,0
38392,1
34979,0
12662,1
27822,1
22882,0
21963,0
26848,0
39220,1
37146,0
38444,0
19271,0
30088,0
24549,0
30580,0
26645,0
2290,1
29869,1
11841,1
32127,0
34720,1
6839,0
23454,1
10850,1
29976,0
4,0
7836,1
18683,0
25916,1
1668,1
32165,1
7981,0
4819,1
36048,0
7581,1
31695,0
32860,0
35126,0
4630,1
20294,0
11347,1
12570,0
39336,1
20163,1
32647,0
7049,0
4289,1
1000,0
2505,0
17951,1
26464,1
38477,1
31168,1
772,0
23159,0
21571,1
39556,1
35486,1
25550,0
35467,1
20066,1
20197,1
20363,1
23287,1
15191,0
277,1
38509,1
19501,0
12157,0
30304,1
16463,1
11149,0
2279,1
1912,1
40430,0
12887,1
3929,0
4265,0
15694,1
5286,1
23728,1
3431,1
20580,1
14828,1
12364,0
37363,1
15516,0
12760,0
29131,1
3074,1
8372,1
1146,1
22776,1
10157,1
20685,0
40073,1
5869,1
14486,0
15278,1
25072,1
35900,0
9736,1
261,0
2145,0
28107,1
14880,0
25082,0
36638,0
38679,0
37845,1
9779,1
2507,0
21461,1
5219,0
28540,0
25969,0
5640,1
17132,1
22390,0
5533,0
1427,0
13648,0
35120,0
5233,1
14145,1
16931,1
2730,1
33051,0
26436,0
7515,1
37842,0
34970,1
31947,0
34173,1
39579,1
2622,0
39602,0
1801,1
17926,1
20444,1
28169,1
19025,0
23311,0
34151,0
35132,0
15297,0
1285,1
26540,1
28125,1
1901,1
16912,0
516,0
1416,1
33803,0
985,0
8919,0
22881,0
23694,1
18406,0
32554,1
566,0
17786,0
15269,1
32179,0
6379,0
9207,1
32630,0
33427,1
8690,0
19383,0
21441,1
22679,0
6663,0
34189,1
34978,1
33020,1
30956,1
36893,1
22816,1
35963,1
21465,1
8421,1
19221,1
2496,0
23815,0
29280,1
13701,0
17561,0
21961,0
23272,0
18513,1
8570,1
19110,0
34093,0
22875,0
27038,0
4530,1
26703,1
18442,1
1052,1
21878,1
16104,0
36876,0
37210,1
26982,1
10797,1
36650,0
4775,1
9040,1
22709,1
1012,1
27136,1
39703,0
25261,1
25292,0
1109,1
14493,1
21239,0
38825,1
31293,0
1107,0
20723,1
1133,1
23413,0
36295,1
3375,1
10063,1
9392,1
8592,0
20467,0
22095,1
26601,1
17048,1
9285,1
39366,1
17595,1
3290,0
5864,1
39287,0
13984,0
27858,1
29088,1
37434,0
4800,0
25627,0
16699,1
24321,0
26758,0
2825,1
26403,1
38896,1
23254,0
1491,0
21766,0
19358,0
27955,0
24499,0
36173,0
7568,1
35246,0
16010,1
39930,0
25617,0
2856,1
12461,0
38132,0
9288,1
23250,0
29801,0
843,0
17222,0
17109,1
36237,0
18209,0
36577,0
37647,1
479,1
7337,1
4689,1
36997,0
36813,1
37854,0
38073,0
1090,0
29003,0
28792,0
1124,1
38034,1
3818,1
32805,1
14563,1
38969,0
28612,0
34266,1
32345,1
36286,0
21567,0
1048,1
40102,0
7815,1
17440,1
13792,1
12839,1
22470,0
27837,1
409,1
12246,1
33915,0
13151,1
10178,1
19626,0
9778,1
30493,1
7707,1
3434,1
33150,1
32314,1
842,1
5426,0
19663,0
31360,1
12313,0
31790,0
24508,1
11597,1
18336,0
25781,0
2150,1
31400,1
21913,0
17663,0
33963,1
16315,1
6293,1
28648,1
14876,1
9975,0
573,0
15625,0
1465,0
884,0
33940,1
8982,0
4291,1
27290,1
2029,0
2851,0
38294,1
2561,1
13008,0
24637,0
17483,1
39381,1
15273,0
20697,0
5360,0
36952,0
18650,0
34495,1
39881,1
20357,1
27809,1
29236,1
25688,0
19617,1
11636,1
37400,1
4095,1
13660,1
18523,1
20572,1
30179,1
23543,0
23995,1
17664,0
38459,0
37518,0
40378,1
16441,0
22643,0
39820,1
39688,0
32207,1
20228,1
25482,0
18695,1
36050,1
24748,1
35373,0
15914,1
18923,1
3615,0
9097,0
1108,1
28730,1
27879,1
33493,0
14453,1
28603,0
8480,0
30536,1
23058,1
39676,0
26733,0
26835,1
4520,0
22254,0
4237,0
33456,0
37377,0
22374,0
890,1
19060,0
15117,0
441,1
27510,0
16213,0
10017,0
37083,1
12915,0
11925,1
491,0
7497,1
10173,1
609,0
21920,0
15296,1
9103,1
9758,0
33642,1
25620,0
21603,1
14488,0
3142,1
19776,1
1339,0
18749,0
29359,0
38240,0
13970,1
10670,0
21899,0
1441,0
30412,0
12508,0
22941,1
31943,1
40094,0
5186,0
38252,0
36563,1
26135,1
23981,1
22599,1
8022,1
4564,0
9389,0
16468,1
37431,0
1131,1
15718,0
8153,0
15877,0
16734,1
30290,1
18407,0
14200,1
2863,0
22112,0
24852,1
15259,1
8277,1
21178,1
29925,1
39781,1
20419,1
2232,0
26814,0
24601,1
7070,0
14729,0
36054,0
16325,1
15341,0
38590,0
3219,0
24257,0
19185,1
33050,0
5610,1
29972,1
37386,1
13375,0
30646,1
14108,0
24050,0
31832,0
36783,1
24525,1
13819,1
5179,0
17598,1
31922,1
39957,0
2893,1
26082,1
34140,1
10781,1
26606,1
861,1
1656,0
16144,1
23825,1
23293,1
36382,1
6646,1
38419,1
23647,0
18917,0
28857,1
8801,1
268,1
13253,0
16067,0
23007,1
34186,0
8145,0
33101,1
30311,1
20575,1
26687,1
38017,0
14085,0
1553,0
26291,0
7811,1
12535,0
26635,0
14977,0
11980,0
38768,1
4280,1
9351,0
1423,0
21193,1
8090,1
52,1
25084,1
21597,0
1846,0
33382,1
274,1
35204,0
37256,0
8707,1
25305,1
22697,1
35047,0
23012,1
36513,0
35988,0
11583,1
32749,1
20647,1
8560,0
32997,1
37675,0
26761,1
17735,1
5549,1
23870,1
3640,1
23879,1
36424,0
20994,1
26524,0
19833,0
2081,1
19839,1
24543,0
12064,0
35877,0
2858,0
6334,0
23477,0
25196,1
6898,1
19530,0
6969,1
23678,1
7984,0
22021,0
10080,0
32432,1
25678,0
13756,0
34853,1
10210,1
3077,1
38232,0
13912,0
24096,1
14632,0
26169,1
9538,1
28294,0
31332,0
17963,1
19286,0
27904,0
8304,1
32168,0
34989,0
2348,0
9737,1
15602,0
39593,0
13376,0
30039,1
12107,1
7986,0
17147,1
12959,1
18349,1
24483,1
16190,1
28285,0
3840,0
2532,0
6863,0
39529,1
36548,0
6478,1
34999,1
33517,0
38025,1
38637,1
19948,1
1396,0
19419,0
14807,1
38334,1
23,1
5231,0
5227,1
4387,1
18965,1
7569,0
940,1
32871,0
36692,1
27682,1
9331,0
30473,1
13653,0
28595,0
33965,0
19882,0
10530,0
1188,1
12299,0
5128,0
7880,1
24912,1
23589,0
22036,0
3593,1
24225,0
16936,1
19505,1
1788,1
9685,0
40027,0
5170,1
12781,1
37956,0
15031,1
1623,0
39604,0
25533,1
38813,1
25924,0
33795,0
18048,0
10183,0
1512,0
14304,0
37968,0
23553,0
14712,1
9618,0
7030,1
36643,1
13542,1
4998,1
30717,0
9986,1
6340,1
3418,0
31474,1
31344,0
2826,1
20018,1
37926,1
39074,0
2306,1
5697,1
21432,1
22535,1
28533,1
308,1
36655,1
2247,1
21980,1
17020,1
38230,0
26593,0
23409,1
20230,0
18750,0
40258,0
13185,0
6596,0
17712,0
15406,1
18941,1
18194,1
38203,1
25789,1
6515,1
19553,0
8726,0
2138,1
36271,1
7576,0
34965,1
31952,1
13047,1
7180,0
1570,1
39004,1
37117,0
5836,0
18400,1
26632,1
40305,0
33543,0
6892,1
28245,0
26750,1
24986,1
35691,1
9317,1
36797,0
34479,0
6133,0
10821,1
35927,0
36294,1
38024,1
38429,1
27313,0
2273,1
24237,1
33475,1
31544,1
20835,1
17050,0
8122,1
5354,0
10287,1
26465,1
29951,0
1704,0
40228,1
20237,0
2527,0
20149,0
15780,1
39831,0
13398,1
14499,0
30674,1
23517,1
34135,0
14023,0
7831,1
16985,1
16875,0
15080,1
4815,0
12496,1
11427,0
34059,0
39848,1
2323,1
7119,0
24261,0
18692,1
18339,0
32655,0
36445,0
1113,0
25729,0
11843,0
35008,1
32758,1
35890,0
21647,0
7379,0
30726,0
24419,1
31584,0
5159,1
5382,1
1576,1
5941,0
23435,0
24906,0
39246,0
1603,0
3705,1
19976,0
34551,1
39208,0
3242,0
585,0
40192,1
11433,1
27876,0
38233,1
28332,1
25513,0
14299,0
29885,1
31175,0
17353,0
5010,0
8858,0
18410,0
3785,0
4202,0
36567,0
29268,1
19424,1
23226,0
17680,1
33624,0
21123,1
11124,1
26543,1
22939,0
4168,1
33263,1
6550,0
28142,1
2360,0
32344,0
36399,0
17428,1
20267,0
34289,0
5751,0
36281,1
36662,0
15771,1
28266,1
14865,0
31365,0
5511,1
2760,0
10877,1
24117,0
31126,1
36520,0
23918,1
28186,0
26674,1
523,0
29779,0
480,1
7303,1
16869,0
2135,1
38953,1
39670,1
1165,0
10852,1
18627,1
30076,1
18441,0
16954,0
37916,0
30061,1
10644,1
28996,1
6882,0
30820,0
39482,1
29261,1
37630,0
17775,0
12945,0
1819,1
24915,0
11988,0
8729,0
37108,0
14314,0
39181,0
1807,0
7231,0
25134,0
13014,0
35399,1
12372,1
14589,0
9132,1
11568,0
4401,0
14553,0
26455,1
26397,0
22347,1
20286,0
13299,1
30496,0
27057,0
342,1
25403,0
26185,1
26353,1
11028,1
17928,0
22509,0
6146,0
8278,0
4273,1
12709,1
27958,1
29551,0
4217,0
23045,0
27957,1
30845,1
21680,1
28995,0
4650,0
5921,1
14597,0
13752,1
29950,0
3715,1
29822,1
38704,0
38945,1
27427,1
1590,0
34284,1
22367,0
26209,1
12440,1
22949,0
8085,0
20838,1
31228,0
39131,0
24806,1
6747,0
27442,0
1240,0
36538,0
29580,1
9724,0
11775,1
8249,1
28457,0
35610,0
7364,0
35082,0
10803,0
40249,0
6802,0
37196,0
21749,1
23700,1
25410,0
13695,0
6865,0
37670,0
16801,1
17367,0
24352,0
24122,1
33602,1
18789,0
3106,0
7861,1
18684,1
8362,1
39691,0
14050,0
35844,1
36931,0
12728,0
3861,0
4215,0
13238,0
2237,0
25193,0
34824,0
16372,1
14428,0
6014,1
4421,0
30153,0
5035,1
8040,0
13687,0
28449,1
36743,0
40436,1
27792,0
3628,1
39466,0
13469,1
25469,1
21250,1
34454,0
22396,0
3510,0
20214,1
13524,1
1253,1
29295,1
430,0
29679,1
38460,0
12640,0
20940,1
27771,1
19036,0
23106,1
33296,0
36228,0
28580,1
32397,1
35001,1
38279,1
75,0
39435,1
38921,0
20198,0
9987,0
23288,0
24652,1
8489,0
20126,0
10388,1
16726,1
13063,0
34893,1
37853,0
10646,0
23002,1
708,0
38736,0
16707,1
19497,0
25361,1
31744,1
3056,1
12611,1
15013,1
31028,0
25700,0
14898,1
11965,1
15822,1
33300,0
14032,1
39992,0
14916,1
35375,0
14768,0
24823,0
20021,1
14552,0
4455,0
19235,1
21935,1
6415,1
13506,0
15974,1
1412,0
20364,0
725,1
33052,1
33999,0
26506,0
34896,0
30691,0
2185,0
19150,1
14348,0
22951,0
6793,1
32076,1
31930,1
2726,1
776,1
10454,1
33042,0
37800,0
1,1
1876,1
21222,1
3780,1
12085,0
34628,0
35155,1
7503,1
22385,0
3643,0
7294,1
15334,0
20231,1
17202,0
37034,1
31038,0
23433,1
8020,0
3635,1
8795,1
61,0
11813,0
26303,1
8901,1
40421,1
26680,0
37368,1
24166,1
13957,1
25928,0
22519,1
39681,0
19114,1
17227,1
8761,1
5466,0
34462,1
5172,0
34892,1
29082,1
31070,0
8426,0
12082,1
31248,0
27299,1
3737,0
29530,0
27617,0
12353,0
30226,1
23277,1
5907,1
34428,1
15961,0
40197,1
2952,0
30420,0
19863,1
3113,1
36333,1
11204,0
25603,1
11834,1
33284,1
33743,0
25847,1
438,0
13174,0
564,1
35630,0
7609,1
26047,0
36625,0
24743,0
21539,1
13104,0
38976,1
8537,1
20657,0
6428,1
18571,1
10016,1
15528,0
9420,1
791,1
17075,1
37374,0
2525,0
6529,0
20937,0
36746,1
32346,1
18234,1
10598,0
36503,1
34511,1
30872,1
37920,1
15073,1
8565,0
1748,0
19848,1
35509,0
27655,0
16736,0
22446,1
34895,0
5223,0
36118,1
29782,1
35730,1
9008,1
38567,1
36604,1
30642,1
27460,0
6282,0
1282,0
33651,1
911,1
31510,0
6186,1
26396,1
12962,0
5662,0
22179,0
8394,0
30012,1
5553,1
8288,0
18598,1
20052,0
25170,1
24963,1
251,1
10994,1
34348,0
15291,0
34381,1
32420,1
37721,1
15865,1
16540,0
681,1
33259,0
17590,0
16505,1
3852,0
12757,1
18802,1
23662,1
33538,0
29282,1
3835,1
35314,1
22069,0
30556,0
21450,1
9931,1
10926,1
12637,1
4867,0
19941,0
5883,1
11821,0
2229,0
14606,1
4448,1
8718,0
35916,0
6682,1
24382,1
4569,0
32865,1
21564,0
10007,1
17034,0
17011,0
23812,1
28723,0
34948,0
15971,1
7525,1
32847,0
28946,1
13236,1
16228,1
14558,1
39452,1
12200,0
26719,0
11225,0
20392,1
37886,1
38042,0
3875,1
28983,1
22602,0
32664,1
10843,1
22196,1
24202,1
3063,0
2115,0
30169,1
33481,0
34969,1
248,1
11671,0
27338,1
19027,0
5712,0
24223,0
19463,0
28638,1
27051,1
31994,0
17915,1
38446,1
14148,0
29738,0
23740,0
23839,0
593,0
27471,1
18838,1
27817,1
34868,0
34239,0
10480,0
30817,0
3946,1
28397,0
6181,0
15785,1
18002,1
8388,1
7932,0
5085,1
23962,1
36166,1
31574,0
18160,1
10054,1
25584,0
29080,0
31904,0
18988,1
39712,1
5661,0
15370,0
83,1
979,0
31794,0
23167,1
11444,0
37663,0
18636,1
37414,0
2295,1
36855,0
39421,1
40245,0
26823,0
35774,1
8765,0
7109,0
38051,0
24428,0
5455,0
30279,1
28484,0
29111,1
37596,1
19284,0
22983,1
38680,0
39789,1
20395,1
11451,1
26575,1
19926,1
22762,1
6350,0
32266,1
11474,1
30195,1
13256,1
21241,1
23670,0
28192,1
16278,1
5548,1
38287,1
12594,1
16695,0
5040,1
36439,1
31023,0
12104,0
1684,0
12678,1
23193,1
330,1
22883,0
14611,1
27159,0
4740,0
4504,1
2692,0
22971,1
26184,1
13968,0
12133,0
35048,1
12859,1
22016,0
25393,1
17119,1
38093,0
25180,0
31230,1
30787,0
29647,0
5115,1
39637,0
11832,1
34369,1
39635,0
738,0
709,0
18673,0
30409,0
18579,1
341,1
13252,0
15686,1
6224,1
19633,0
29952,1
1594,1
16971,0
13538,0
27968,0
31853,0
28559,0
31124,0
34626,1
28485,0
23302,1
34143,1
36189,0
18723,0
39262,0
39926,1
4518,0
21629,0
23604,0
39839,0
12900,1
19370,1
21841,0
38889,0
11288,0
38974,0
8671,1
3507,1
1549,0
16871,0
29185,0
26463,0
1703,0
4068,0
2245,0
27112,0
23536,0
12776,1
12507,1
12414,1
11195,1
7474,1
5198,1
17746,1
31347,0
3566,0
27373,0
15143,1
40332,1
37684,0
9003,0
6736,1
11275,0
34405,1
27034,1
16041,0
27884,1
2189,1
10539,0
33410,0
12573,1
11475,0
26998,1
31651,0
27147,0
21572,0
2916,0
17724,1
1888,1
34444,1
12653,0
6835,0
19774,1
20330,0
648,1
14737,0
6675,1
19111,1
33636,1
11893,1
11029,1
28944,1
19454,0
28852,1
2207,1
7481,1
20556,1
30594,1
18805,1
34344,1
6275,0
25834,1
38072,0
32375,0
26897,0
23674,0
25911,1
15035,1
2342,1
30011,0
10863,1
24635,0
17055,1
2294,0
40171,0
33076,0
2949,1
34656,0
13431,1
3693,0
34691,1
38652,1
37123,0
28882,0
2672,1
17172,0
17306,0
36713,1
10536,1
10146,1
32259,0
312,0
16841,0
15557,1
5707,0
39897,0
18307,1
33929,0
31242,1
37242,0
6065,0
33273,0
35177,0
27789,1
35068,1
36677,1
2571,0
37628,1
25591,1
6885,1
38282,1
11868,0
831,0
1850,0
15267,1
27998,1
116,0
34127,0
18183,1
399,1
17666,0
25668,0
19753,1
8494,1
38100,0
24343,1
19196,0
15503,0
8790,1
30789,1
20123,0
35858,1
18861,0
34538,0
37275,0
32555,0
38338,1
3988,0
2828,1
39896,0
16255,0
34211,0
35823,1
10200,0
12027,1
38909,0
28299,1
7416,0
26125,0
13131,0
23219,1
18829,1
27803,1
33740,0
32015,1
3530,1
17160,0
26731,1
25430,1
24573,1
17067,1
6049,1
8383,1
2448,0
5262,1
39687,1
21114,1
35981,1
29528,0
31015,0
27012,0
14579,1
12600,0
34992,0
15238,0
16186,1
21002,1
3378,1
6526,0
30040,0
16951,1
6418,1
34956,1
21321,0
8739,1
9126,1
29744,1
20713,1
38301,1
24533,0
13340,1
26851,0
25195,0
18533,0
12733,1
14787,0
21210,1
40475,1
33922,0
16419,0
36449,1
3245,0
15564,1
4955,0
14335,1
9918,1
4974,0
2213,1
8501,1
36711,0
959,0
618,0
24569,1
4308,0
39254,1
20158,0
10591,1
27642,1
31442,1
4657,1
19813,0
17240,0
34136,1
16166,1
15703,1
3337,0
7487,1
19301,0
32145,0
38365,1
4615,1
32879,0
11670,0
29884,0
6111,0
28304,1
19297,0
32622,1
39398,0
19511,1
19388,0
4519,0
10829,0
8934,1
30417,0
13389,1
32331,0
6314,1
13915,1
6046,0
21344,0
31203,1
29767,0
18012,0
30577,1
9801,1
7212,0
5100,1
15192,1
22406,1
39077,1
29780,0
29536,0
21487,0
18396,0
35475,0
23330,1
31833,1
32600,1
25888,0
27666,1
19849,1
33024,0
22316,0
37417,1
34664,1
34555,1
24847,0
35099,0
15181,0
19537,1
10560,1
20295,1
3288,0
26888,0
11245,1
25770,1
8409,1
31622,1
10580,1
35221,0
13577,1
6432,1
21488,1
7237,1
40138,0
16443,0
25987,0
30201,0
14748,0
33853,1
702,0
25973,0
9728,0
28598,1
991,0
11764,1
30198,1
20443,1
19972,1
19820,1
13260,1
34488,0
40465,0
1889,1
20277,0
24158,0
11674,1
6904,1
34353,1
14917,0
22563,0
22312,1
18837,1
14315,0
38961,0
24850,0
2442,1
19258,1
14186,1
22573,0
1337,1
9902,0
12851,0
23214,0
30550,0
19661,1
29348,1
9974,0
14177,1
11488,0
25863,1
17834,0
19697,1
12923,0
12387,1
37843,0
1397,1
7638,1
27269,1
39503,0
11031,0
7616,1
14181,1
25972,0
15381,1
38154,0
16887,1
36310,1
1826,0
33494,0
15767,1
22964,1
36941,0
779,0
21273,1
3704,0
32396,0
38289,0
8331,0
7251,1
14777,0
19543,1
18495,0
17163,1
22899,0
5874,1
18306,1
35061,0
29051,1
25850,0
39417,1
27910,0
23884,0
13983,0
21867,1
37168,0
35957,0
10962,1
34559,1
5352,0
34849,1
36381,0
28832,0
22506,1
19058,0
17291,0
20073,1
26730,0
9192,0
22975,0
39194,0
29307,0
31233,1
24404,1
31837,0
10996,0
10463,1
11309,1
6756,0
35736,0
38318,1
31962,0
3761,1
25661,0
14936,1
35908,1
2363,1
7183,0
17636,1
37544,1
20624,0
16064,1
36217,0
1348,1
37297,0
38782,0
20871,0
27722,0
40307,0
17233,0
11852,0
9564,0
8975,0
35291,1
26633,0
20227,1
6394,0
14796,0
7029,1
12593,0
12250,1
18197,1
4040,0
18036,1
26083,0
38973,0
14741,0
977,0
25630,0
6002,1
20397,0
10430,0
4346,1
22805,1
39849,0
9658,1
17614,1
36542,0
31475,0
31309,1
7327,1
19916,1
9985,0
25878,0
21982,0
38149,0
25133,1
35302,1
30025,0
36898,1
20629,0
36386,1
19841,0
33730,0
31934,1
19655,0
8358,0
35480,0
29012,0
28373,1
20909,0
36570,1
927,0
31411,1
25486,0
8755,0
20924,1
34847,0
36552,1
27685,0
37204,0
22954,0
34468,1
31145,1
31820,0
28361,1
27077,1
18430,0
8054,0
9296,0
20016,0
8763,1
7852,0
6860,0
5959,0
35680,1
26545,0
38177,0
12933,0
1710,0
6136,0
26530,0
24539,1
28581,0
13633,1
8492,0
28210,1
30476,1
15837,0
35684,1
9451,0
3834,0
39664,0
4528,0
27174,0
12492,1
27062,1
36611,0
19705,1
31377,1
14625,0
18189,1
30955,0
15834,1
26610,1
5121,1
16818,1
317,0
2255,0
13278,1
7062,0
11262,1
5457,0
8188,1
30701,1
19085,0
27556,0
15984,0
29060,1
6465,0
30591,0
17318,0
34768,1
23208,1
15083,0
2867,0
14839,1
4416,0
25846,1
4193,1
20645,1
21231,1
24730,0
29384,0
24983,0
37914,1
32124,0
1696,1
18943,0
11082,0
5908,0
40203,0
9055,0
11355,1
23229,1
32136,0
33047,0
20793,0
16591,1
10405,1
27019,1
31300,0
7701,0
9205,0
35332,1
4890,1
38487,0
39323,1
13972,0
25776,0
21454,0
22701,0
2577,1
32680,1
6874,1
36324,0
1490,1
39317,0
918,0
21533,0
22795,0
33371,1
32904,0
11550,1
28357,1
26297,1
29006,0
40282,0
31404,0
31561,0
21255,0
18734,1
1661,1
8840,1
9708,0
18718,1
35220,0
5102,1
24139,0
33277,0
10735,1
29817,1
37269,1
27145,0
10801,1
9693,1
39309,0
18948,1
28582,0
14339,1
38936,0
6735,0
26618,1
7330,0
15726,1
21985,1
35385,1
20476,0
32116,0
32971,0
38626,1
6868,1
6493,1
18906,1
22305,0
19034,1
30489,1
9738,0
10630,0
36953,0
36122,0
35437,0
11257,1
31079,0
32755,1
8326,1
18564,1
26492,1
19040,0
30880,1
37911,1
7499,0
11178,0
30684,1
30608,1
11436,0
5114,0
29997,1
12551,1
32104,1
20744,0
578,1
4326,1
27737,1
18586,0
15590,1
8021,1
9427,0
39437,0
1092,1
6165,1
3799,0
23033,0
32041,1
28267,0
710,1
16094,0
28428,1
10855,0
1732,1
19045,0
34280,0
2756,0
10747,1
3789,1
18331,1
9506,0
39754,1
40030,0
10455,1
33442,1
39413,0
34915,1
26542,0
7705,0
10497,0
28501,1
15189,1
19415,0
33279,1
37931,1
39788,0
33253,1
21228,1
1588,0
30032,0
15092,1
10765,1
37343,0
23085,1
4410,0
16597,1
6808,1
18404,0
36958,0
1837,1
5563,0
3529,1
31177,1
23951,0
20604,1
9266,1
9960,1
2437,0
38384,0
39991,1
18576,0
13533,0
4148,0
19970,0
36544,1
30479,1
13028,0
40120,1
1434,0
30996,1
4404,0
39945,0
38439,1
27541,1
35705,0
20554,0
23120,1
12051,0
14703,1
6528,0
12503,0
22530,1
34991,0
29396,0
16224,0
13066,0
27343,0
5882,1
10192,0
22902,0
15097,1
30858,0
22438,1
19489,1
5488,0
8586,1
38059,1
29989,0
22969,1
6326,0
24622,1
35414,0
23987,1
35502,0
35678,1
31638,0
5471,1
37317,1
28055,0
23127,1
3226,1
38935,1
10422,1
40093,0
37825,1
23338,1
11546,1
34933,0
98,0
16000,1
18960,1
13618,1
16269,0
7411,1
26202,1
26059,1
993,1
31760,1
326,0
33705,0
4918,1
11265,1
20988,0
7112,1
29871,0
32400,0
32814,1
40067,0
28206,1
11104,0
24922,1
33574,0
9856,1
9861,0
7168,1
7706,1
12136,0
27835,0
35268,0
1411,1
36085,0
18087,1
33061,1
8807,1
40363,1
966,0
16664,0
3396,1
12954,0
30588,0
37276,0
20649,1
10951,0
22288,1
10365,0
3031,1
18555,1
39835,1
31524,0
12261,1
36592,0
19398,1
32270,0
2857,1
5638,0
25506,1
16602,0
5598,1
35741,0
5875,1
6994,0
28377,0
40274,0
4393,1
21102,1
39433,0
6527,1
3938,0
14124,0
11875,1
25365,1
3252,1
12727,1
27782,1
1510,1
32422,0
24876,1
34897,1
23923,0
9284,1
7891,1
38193,1
19498,0
37522,0
11461,0
15920,0
3525,0
14173,0
26521,1
32855,0
3732,1
11077,1
5343,0
9021,0
23032,0
22801,0
15395,1
40277,0
17366,0
24069,0
18844,1
39196,1
27934,1
2357,0
12618,1
37282,0
4339,0
32738,0
3826,0
16355,1
20250,0
416,0
34242,1
20264,1
2222,0
898,0
33195,0
7003,1
33775,1
16495,0
14771,1
9061,0
15967,0
10660,0
40081,0
17526,1
4045,1
8613,1
34994,1
18341,1
12539,0
29232,0
8961,1
17702,0
40205,1
7388,1
8647,1
31133,1
23469,0
25535,0
30059,0
40309,1
24452,1
29160,1
18674,0
35857,1
38728,0
11642,1
17444,0
15388,0
24093,1
27706,0
33667,0
20248,0
32282,0
1723,1
37722,1
15159,0
22252,0
27630,1
29302,0
6365,0
8923,0
20552,0
31862,0
38830,1
7759,0
15875,1
9349,0
8111,0
36606,1
40230,1
21440,0
25317,0
20004,0
23655,1
23038,0
19568,1
13863,0
26833,1
34721,0
3633,1
15124,1
26138,1
16054,1
6847,0
35152,0
16168,1
30657,0
2109,1
17726,0
3401,0
11076,0
14490,0
36473,0
33707,1
9687,0
30723,0
9058,0
7555,1
35564,0
4229,0
24510,1
14165,1
36651,1
8920,1
28028,0
4562,1
2683,0
27607,1
29937,1
8908,0
11666,0
35872,1
69,1
34423,1
10876,1
25413,1
39595,1
35973,0
9786,1
25334,0
27524,1
1498,0
29019,1
242,0
3455,0
7567,0
18076,0
14798,1
20571,0
37485,0
21460,1
21293,1
25352,0
31799,0
22041,0
3263,0
30900,1
7024,1
20321,1
12263,1
11127,0
23141,0
38406,1
14668,0
873,0
24857,1
19102,1
12276,0
3578,0
30214,1
6824,0
28382,1
33760,1
40188,1
22019,1
4756,1
31421,1
16432,0
17026,1
6072,1
25638,1
38209,0
10545,0
39761,1
32394,1
36805,1
11933,1
2275,0
1882,0
17756,0
9273,0
32004,0
25576,0
3286,0
15484,1
23658,0
27827,1
19012,1
8986,0
28724,0
37616,1
6978,0
6592,0
10925,0
17280,1
17987,0
13033,0
1707,1
1771,1
30189,0
9480,0
17901,0
33914,0
15538,0
17609,0
2383,1
11296,0
13763,1
7040,1
40286,1
2266,0
38723,1
20627,0
3776,1
16171,1
1350,1
17612,0
21858,1
19786,0
2874,0
25254,1
29444,0
3474,0
2312,0
36096,1
8617,0
38236,1
7250,0
20385,1
8821,0
15415,0
35624,1
23080,0
31593,0
649,1
27282,0
13075,1
25686,1
29897,0
37718,0
3589,0
39866,1
28894,0
16906,0
27137,1
32108,0
30456,0
33847,1
5749,0
29663,0
31678,1
16947,1
186,0
31955,0
17647,0
15497,0
38798,0
26599,0
10992,1
32398,0
764,0
17574,1
3847,0
16329,0
33484,0
28096,0
6832,0
37341,1
37369,0
24790,1
14774,1
23667,1
35765,0
647,0
38468,0
14825,1
733,1
12596,1
12978,1
36827,1
28416,0
12971,0
21278,0
26381,0
22298,0
6225,0
10081,1
4082,0
37624,0
165,0
24740,1
2705,0
9287,1
16594,0
22579,1
23758,1
23617,1
27823,0
37348,0
31477,1
22557,0
23240,1
12472,0
33612,0
13656,1
38580,0
19688,1
25736,0
29496,0
28688,1
3893,0
28355,1
3594,0
25869,0
29983,1
23318,0
7096,1
26584,1
4445,0
36889,1
40052,1
26418,0
14090,0
3184,1
5218,0
21503,1
15311,0
6491,1
39825,1
10132,1
31363,0
13816,1
3803,1
20850,1
16233,0
19809,1
21805,0
35886,1
12623,1
16595,1
28303,1
7323,1
31945,0
32815,0
4207,1
35012,0
21934,0
12422,0
10138,0
33913,0
10035,0
36063,1
13125,0
37225,0
31516,0
7672,1
38223,1
39809,1
18647,0
38624,1
1632,1
13831,1
39943,0
31191,1
32995,1
20440,0
25348,0
15009,0
33321,0
30904,0
26158,0
30695,1
32010,1
33626,1
26538,0
22393,1
6062,0
31150,0
2602,1
3753,0
22435,0
8082,0
12804,1
37811,1
3067,1
12168,1
26085,0
35095,1
38361,0
24632,1
22294,1
13433,0
30702,0
31418,0
18392,0
8944,0
26625,0
22868,0
22739,0
11318,1
18629,1
30124,0
628,0
36100,1
17812,1
17686,0
