,label
22311,1
32989,0
13855,1
5903,0
7546,1
12491,0
18082,0
19780,1
17791,0
20941,1
30558,0
16513,1
9857,0
826,1
3991,0
11946,1
28570,1
28491,0
170,1
37871,1
9443,0
24893,0
20934,0
26280,1
21453,1
3348,1
37187,1
2910,1
29710,1
39427,1
8144,0
24284,0
22427,1
11701,0
8376,0
6714,0
27743,0
23739,0
19746,0
30149,0
29196,1
5998,0
7477,1
3,0
21037,0
15164,0
9757,0
3393,1
35485,0
18714,0
466,0
20903,0
18421,1
28637,1
20070,1
13784,0
15144,0
5301,0
25065,0
33943,0
4338,1
36835,0
11766,1
24412,0
35056,1
7198,0
21756,1
11955,1
906,1
8345,1
23046,1
13868,1
32987,1
28170,1
23611,1
33829,1
39949,0
26282,0
11611,0
26931,0
29559,1
12437,0
11589,0
28162,0
27188,0
27670,1
27138,1
18804,1
29040,1
23738,1
19143,1
4692,1
24609,0
26629,1
29859,1
28135,0
19020,0
2014,0
24763,1
15565,0
30227,0
26813,1
32221,0
20279,1
35560,0
2598,0
25310,0
28521,1
38682,0
13229,0
7224,1
33784,0
20477,0
23326,0
13720,0
7208,1
2349,0
6880,1
24947,1
24105,0
17468,0
4610,1
30330,1
34411,1
11505,1
29264,0
22428,1
13243,1
40007,1
3784,0
24692,1
391,1
2766,0
13190,0
13220,0
36083,1
8922,1
26480,1
13551,1
2909,1
36200,0
7428,0
31504,1
11608,1
16915,1
20441,0
22741,1
32877,1
11512,1
22827,0
9980,0
6485,1
22986,1
17734,0
31979,0
37002,1
6121,0
14578,1
27678,1
14601,0
33699,1
8676,0
34823,1
28417,1
35638,1
25985,0
38927,0
20235,1
19549,1
1879,1
2614,0
28978,0
2297,1
21640,1
33926,1
2151,0
9863,1
4558,1
31052,0
2206,1
10001,1
8309,0
35350,0
35404,0
38383,0
3550,1
27982,0
5123,0
16045,1
37467,0
19484,0
23455,1
32545,0
27183,0
38966,1
25593,0
16706,1
38560,1
31381,0
21216,1
16990,1
9849,1
4374,0
14202,1
38012,0
13498,0
37699,1
31034,1
34606,1
19314,1
17957,1
10034,1
36151,1
25087,0
14770,0
16757,0
10690,0
12086,0
37165,1
24758,0
11869,0
31165,1
13830,0
29666,1
33661,0
22400,0
40442,1
37447,1
25148,0
3533,0
3837,1
23830,1
29889,1
3613,1
115,0
36624,0
26937,1
7795,0
34752,1
9315,0
4031,0
54,1
13441,1
40256,1
17938,1
35992,1
34535,0
10188,0
37166,0
28409,1
25054,0
16472,0
16585,1
14931,1
33441,0
11940,0
3070,0
35340,1
25202,1
29588,0
9161,0
30454,1
7172,1
39190,1
19722,0
8874,0
11004,1
23349,1
14152,0
24896,0
2197,0
37306,1
11248,0
1797,0
10366,0
20083,1
11290,1
14118,0
23636,1
945,0
8972,0
14602,1
10937,0
36373,1
3352,0
36774,1
9872,0
30072,1
17941,0
31004,0
14055,0
9202,0
11566,0
2698,0
28875,1
14395,1
25114,0
13820,1
13845,0
5293,1
28605,1
24984,0
7734,0
10851,0
19725,0
37680,1
24115,0
30823,0
21402,0
30389,0
27447,0
25221,1
33556,1
7125,0
36446,0
11305,0
23439,1
28704,1
17882,0
32459,0
15688,0
13770,0
7691,0
11073,1
29083,1
10935,1
32378,0
7053,0
10923,1
29798,1
20240,1
15756,0
12840,0
24781,1
29949,0
30982,0
14560,0
15794,0
35248,0
15955,0
16340,1
32654,1
13537,1
23400,1
13044,1
5290,0
19214,1
28370,0
12976,1
33208,1
13341,0
37013,0
38267,1
25509,1
32014,1
39092,0
21492,1
40066,1
17739,1
5072,0
37109,1
688,0
5761,0
22833,0
14705,1
32173,0
34292,0
17981,1
32301,1
29996,1
36915,1
10958,1
2026,1
17911,0
33197,0
10191,0
25639,0
8616,0
8580,0
8299,0
15843,1
34834,0
38052,1
8890,0
30097,0
22716,1
37535,0
10806,1
32735,0
27571,1
3450,0
28771,1
27980,0
2930,1
21286,0
37155,1
12381,0
4464,0
14911,1
3739,0
38417,1
39094,0
26804,1
32032,0
13103,1
34190,0
27844,1
29393,1
3624,1
10902,0
166,0
9585,1
2226,0
2534,1
22186,0
3336,1
8298,0
16938,1
14368,1
27776,1
5663,0
9099,0
23967,0
37919,1
21065,1
26473,0
11809,1
31995,1
18737,1
8778,1
38348,0
18459,1
36065,0
39646,1
38595,0
2727,1
6913,0
39711,1
39621,1
36754,1
36084,0
16093,0
2412,0
34952,0
14212,0
35372,0
3173,0
32891,0
30064,1
15833,1
32058,0
31253,1
23306,1
24854,1
16400,1
23206,0
8863,1
606,1
14870,1
33978,0
30018,0
37634,0
8743,1
30730,1
856,0
1926,1
14581,0
33569,0
9402,1
17017,0
44,0
2812,0
35493,1
11861,0
28862,0
30866,0
27931,0
5816,1
13170,1
15492,0
6435,1
38133,0
20797,0
20675,0
14405,0
29773,1
2051,1
23366,1
19802,0
3073,1
30132,1
36091,0
6881,1
33820,1
7884,1
32231,0
535,1
32348,1
10053,1
8823,1
3796,1
10244,0
3926,1
5597,0
31035,1
12339,1
7343,0
32734,1
29598,0
17899,1
21632,0
18911,0
14570,0
10296,0
26383,1
31221,1
9257,1
26166,0
27337,1
33571,1
28587,0
8819,1
40083,0
26388,1
30247,1
21047,1
17151,1
31299,0
5050,1
32499,1
31812,1
9216,0
29440,1
12402,1
39267,1
22392,0
4954,0
38861,1
28235,0
25733,0
13193,1
19269,0
22255,1
33515,0
26760,0
18819,0
34572,0
34431,1
1739,0
35751,1
24612,0
22865,1
8203,1
10256,1
38007,0
3429,0
37632,0
22688,1
34316,0
5884,0
36493,0
16697,0
13978,1
9800,1
34609,1
23512,0
7513,1
21279,0
3059,0
17475,0
39180,1
37058,1
6711,0
3433,0
4044,1
24441,0
13572,0
12291,0
2897,1
22571,1
24475,1
7784,1
34219,1
8917,1
12810,0
13599,0
22872,0
30868,0
32418,1
974,0
14905,1
32156,1
18719,1
620,0
20877,1
27503,0
9952,0
5418,0
31215,1
31428,0
28923,0
23771,1
26828,1
38208,1
2028,0
32066,0
36800,0
30803,0
24978,0
34722,1
30239,0
27204,0
11007,0
23174,0
17477,0
32810,0
7280,0
15416,1
20086,1
39448,1
15446,0
2512,1
4852,0
5996,0
30261,1
15571,1
28337,1
25497,1
21891,1
20404,0
25116,0
15139,1
26233,1
11655,1
6706,1
29938,1
40478,0
13677,1
7197,0
17918,0
19090,1
38694,0
38166,0
18416,1
12406,1
26824,0
7453,1
25845,1
102,0
17282,1
13885,1
1722,1
17178,1
20376,0
18360,0
25882,1
19016,1
36645,1
32342,1
35069,1
9700,1
37486,1
31156,1
10272,1
16004,1
22789,1
18986,0
13707,0
28117,1
1443,0
21622,0
920,1
805,0
12159,1
21345,0
13483,0
22782,1
25986,1
22773,1
1153,0
33011,0
1084,0
21368,0
31122,1
36214,1
31801,0
16219,0
4489,0
31219,1
4476,1
19716,0
3072,0
35526,0
7527,0
36077,0
1880,1
12729,0
19146,0
2998,0
10899,1
8714,1
25336,1
32485,1
21759,1
13447,0
4966,0
36089,1
12636,0
33559,1
29270,1
4465,1
24268,0
3974,1
19815,1
26581,1
37172,1
31827,1
1775,0
19891,1
38108,1
11375,0
36157,0
3877,0
5493,0
10193,0
27121,0
57,0
40077,1
27186,0
26808,1
24367,1
17744,1
26845,0
13884,1
35245,1
11615,0
26907,1
28958,1
33717,1
38818,1
9913,1
40238,0
13357,0
34437,0
16073,0
38153,1
23175,0
17268,1
10270,1
23237,1
16926,0
9014,0
12610,0
4226,1
1862,0
4836,1
1272,0
3906,0
26501,1
2562,0
2838,0
735,1
27595,1
31069,0
9713,1
11604,1
21150,0
9608,0
26301,1
24739,1
5013,1
35499,1
11646,1
8607,1
18770,0
21769,1
38871,1
2736,0
25311,1
36097,0
10128,1
26965,1
29366,0
23651,1
24777,0
9380,1
29805,1
29778,1
553,1
26857,0
29045,1
33033,0
39706,0
36141,0
22569,1
24801,1
35801,0
15787,1
356,0
30130,1
27166,0
31813,1
21459,1
34918,0
38247,0
25178,0
9688,0
18651,1
2267,0
18499,0
3879,1
31895,0
1745,0
36602,1
6964,1
33227,1
36001,0
39206,0
4973,0
19634,1
31476,1
23974,0
7977,0
25233,1
8207,0
33973,1
2488,0
11603,0
17489,0
36637,1
22984,1
27507,0
21005,0
38242,0
34094,1
38863,1
218,0
26254,1
14902,1
29675,1
27950,1
2655,1
39729,1
33234,0
12862,1
31689,1
4451,0
30078,0
37590,0
22517,0
39347,1
20911,1
17763,0
5180,1
37821,0
26296,0
25044,0
35078,1
20280,0
4099,1
35266,0
7131,0
26157,1
7728,1
7004,0
4767,1
5945,1
5587,1
34920,0
27222,1
5019,1
20500,1
23712,1
4334,0
15396,1
15904,0
9453,1
19887,1
8673,1
8460,0
32657,1
668,0
31333,0
21970,1
31335,1
15227,0
32045,0
10130,0
812,0
17843,1
27489,1
19686,1
14681,1
2101,0
36829,0
11403,0
9421,0
27620,0
39368,0
9439,1
5737,1
11579,0
6251,1
4069,0
5635,0
11888,1
35650,0
3369,1
8649,0
27949,0
20839,0
35584,1
11724,1
38266,0
5320,0
21888,1
36540,1
27581,0
11880,1
39315,0
11649,1
40221,0
33600,1
3008,0
5866,1
21190,1
19825,1
20708,1
37375,1
31946,0
24279,0
31269,0
17074,1
31407,1
26735,1
30724,0
22181,1
24400,1
25377,0
30690,0
31861,1
10227,0
32996,1
39893,0
15301,0
20314,1
12707,1
15925,1
22363,1
18328,0
16623,0
2002,1
8937,0
37251,1
21334,0
35202,0
15573,0
29887,0
8843,1
14636,0
14097,0
15860,1
25119,1
40466,1
14426,1
13848,0
13711,1
13502,0
14347,0
32990,1
17085,0
33224,1
36916,1
6405,0
10133,0
14992,1
9500,0
15716,1
37557,1
31072,0
19687,1
19009,0
30458,0
23463,1
8056,1
30113,0
35378,1
16641,0
21428,0
31751,1
27357,1
19616,1
335,1
17399,0
33097,0
5768,1
32706,0
9567,0
15642,0
14790,0
23891,0
36870,1
4245,0
22177,1
32490,0
24773,1
1224,1
5143,1
7709,0
638,0
27168,1
12633,0
10318,1
24411,0
20857,1
7733,0
5130,1
23162,0
7447,1
31304,1
24357,1
3381,0
37752,1
16547,1
6104,1
10659,1
36663,0
12679,0
20521,1
37286,1
6799,0
2480,0
10830,1
29827,1
10515,1
19407,1
32858,1
13982,1
8973,0
13838,0
1639,0
11374,1
10083,1
20333,0
19607,1
11614,1
13228,1
14081,1
21138,0
26036,0
7509,1
34227,1
33241,1
24623,1
36450,1
32656,0
16777,1
21712,1
35749,0
29071,1
13613,1
23234,1
26893,1
25160,1
5566,0
21856,1
20691,0
1437,1
34985,1
24663,1
40413,0
32926,1
531,1
10768,1
32465,0
19720,0
9812,0
11054,1
29115,0
33954,0
25719,0
16263,1
31545,1
5802,0
37031,1
23156,0
39838,0
40334,0
16949,1
175,0
26176,0
33697,1
32806,0
744,1
25088,1
35578,0
33355,1
7703,1
20833,1
38321,0
11845,1
2519,0
5058,0
25129,0
22071,1
29562,0
27191,1
12023,0
7095,1
15426,1
15674,0
1574,0
21813,1
9541,0
34163,0
3223,0
33823,1
8457,1
22100,0
15512,0
1927,1
24994,1
4488,1
35636,1
20715,1
35860,1
8058,1
10483,0
1842,0
29370,1
5690,1
20252,0
32884,1
1601,1
18511,0
21366,0
28789,0
39113,0
29830,1
3244,0
22445,0
18283,0
35451,1
24421,1
3962,1
31112,0
11818,0
19712,0
10022,1
19855,1
16516,0
14144,1
36335,1
3019,1
34478,0
25007,1
35067,0
1233,1
11992,0
26720,1
34270,0
23075,1
20747,1
424,1
20930,1
16879,0
13083,0
38090,0
4118,1
809,1
38089,0
15067,0
37206,1
11252,1
37126,1
29981,0
32241,1
1208,0
11203,1
33846,0
35020,1
25759,1
40353,0
37963,0
17098,1
23249,0
38296,1
14244,1
28376,0
24955,1
1929,1
27108,0
32437,1
22690,0
39833,0
33900,0
11780,0
18992,1
22707,1
34669,0
11320,0
24954,0
20543,0
25716,0
16314,1
4568,1
18359,1
6599,1
1847,0
35193,0
15615,1
6063,0
2188,0
28914,0
36420,0
17330,0
2781,1
29230,1
39044,0
36701,1
18561,1
2560,1
16216,1
19658,1
38298,1
28989,0
34632,1
5612,0
30439,0
32300,0
18146,0
35656,0
33655,1
25265,0
12432,1
11363,1
25175,0
2401,1
36123,1
9635,1
19908,0
10549,0
18764,0
7256,0
24782,1
37822,0
26925,1
5928,1
1833,1
4753,0
11482,1
13691,1
19492,0
4872,0
38566,1
1472,1
29112,1
26608,0
11746,1
22788,0
6692,1
19902,1
33440,1
31554,0
38486,1
27272,0
8662,1
18840,1
5314,1
11657,0
31209,1
10459,1
35580,1
5560,1
18420,1
22934,1
8069,0
5819,0
13188,1
12331,0
31649,0
5136,1
8746,1
37000,0
9147,1
1440,0
13714,0
30679,0
1206,0
36792,0
33446,0
16127,0
38684,0
30273,1
11932,1
9600,0
12827,1
24809,1
34984,0
13479,0
40046,0
14724,0
19438,1
12271,0
10197,0
15807,0
33762,1
20417,1
14187,0
33956,0
40141,0
20430,1
25089,1
31989,1
20546,0
35778,1
14910,0
16795,0
32740,1
5090,0
20179,0
6466,0
35044,1
8936,0
35800,0
1315,1
25859,1
9223,0
32809,0
10352,0
8074,0
31879,0
23354,0
15598,0
33562,1
34986,0
19804,1
33391,1
13578,1
14909,0
1046,1
17968,0
24292,0
21268,1
14941,0
33167,0
3138,0
33356,0
29575,0
1772,0
34783,1
32059,0
1287,0
3948,1
19625,0
2621,0
13291,0
14814,1
36533,0
29770,0
26768,1
12017,0
29343,0
39073,0
17544,0
2238,1
23430,0
40168,0
1205,1
27182,1
25236,1
21768,0
33086,1
39300,1
27391,0
22823,1
19341,0
31143,1
17246,1
15737,0
27906,0
32768,1
12964,1
9999,0
20751,0
26341,1
3825,0
4958,1
25440,1
23642,1
39528,1
9144,1
26546,0
14582,1
8896,1
38881,1
10011,0
36387,1
7683,1
27348,0
15070,0
33245,1
36896,1
20273,1
3054,0
11686,0
6917,0
32931,0
885,1
6288,0
28353,1
33542,1
14007,1
5274,0
14529,0
37905,0
21365,1
34045,0
27729,1
39102,0
25831,0
32603,0
12965,1
749,0
25432,1
3437,0
12344,1
31427,1
12059,1
38791,1
8912,0
17991,1
35976,0
12620,0
12517,0
6210,1
13616,0
21588,0
22636,1
9347,0
34777,0
10667,0
31210,1
6027,0
3699,0
31894,0
1329,1
14034,1
18543,0
33964,0
5125,1
1571,1
25480,1
30713,0
32052,0
21994,0
23699,1
23273,1
32366,0
18458,0
31569,1
31002,1
23909,0
32361,1
19671,0
33043,1
37781,1
11850,1
8449,1
14624,1
15542,1
2202,1
3477,1
25858,0
8265,1
15628,1
12049,1
201,1
695,1
13776,0
35401,1
1428,1
16868,1
39905,1
8551,1
3733,0
23908,0
37094,1
14213,1
13002,0
39155,1
38721,0
10719,0
17691,0
15264,0
24992,1
25455,1
6019,1
9891,0
36058,0
18417,1
31394,1
2450,0
1504,1
3768,0
31245,1
6990,1
28970,1
34103,0
11804,1
21258,0
18757,1
11758,1
4129,1
17872,1
11021,0
28277,1
39132,0
32103,1
766,1
20859,0
17187,0
22953,1
20251,0
34809,1
27868,0
29260,0
6294,1
10870,1
30253,1
39558,0
325,0
25320,1
22704,1
3689,0
22217,0
17445,1
26218,1
11186,1
41,0
5831,0
29995,1
23394,0
32530,1
33372,0
6595,1
32936,1
8229,0
19307,0
11612,1
23179,0
37763,1
35884,1
22956,1
9760,1
22907,1
11233,1
40471,1
18929,1
19112,1
32533,0
16485,1
32589,1
38903,0
38485,1
16913,1
23022,0
8414,0
10019,0
32056,1
32269,0
14371,1
11675,1
40028,0
18327,0
10573,0
2720,0
10162,1
5955,0
12912,0
30245,0
30172,1
39814,0
35791,1
16189,0
35569,1
20888,0
35084,1
23683,0
22629,0
21445,1
32498,1
28147,0
20824,1
6084,0
15763,1
11716,0
6952,0
38310,1
17251,1
18831,0
35294,0
23558,0
9690,1
33318,0
19117,0
36009,0
2844,1
38512,1
13043,0
31764,0
26611,0
39657,0
23502,0
25877,1
40227,1
23522,1
28126,0
40237,1
829,0
7808,0
18364,1
185,0
31720,1
4574,1
35016,1
28528,1
39628,1
14533,0
23484,0
3960,1
23933,1
25549,1
11621,0
13141,1
12189,0
10392,1
12056,0
393,0
34043,0
38288,1
40392,1
29740,1
867,1
11144,1
433,1
38594,1
16737,1
14689,1
8365,1
24271,0
604,0
14048,1
35345,0
2774,0
25641,1
5029,1
27418,0
20635,0
26063,0
38805,0
3571,0
8452,0
18208,1
9989,1
39178,0
35249,0
21237,1
18500,0
17423,1
30319,1
18041,1
26879,1
3859,1
15412,1
3958,0
10282,1
29540,1
30799,0
540,1
1749,1
26226,0
36949,1
7483,1
36044,0
10841,0
34327,0
6664,1
13134,1
39303,1
10301,0
27831,0
29576,0
17171,1
2313,0
39404,0
16265,0
975,1
14900,1
12953,1
5119,0
7818,0
28280,0
25853,1
18008,0
22728,1
15346,0
4948,0
33216,0
2632,0
360,1
32336,1
27888,0
19228,0
40151,0
8550,0
15793,0
20573,0
29417,1
17525,0
33946,1
24580,1
33578,0
17111,1
9373,1
22749,0
3896,1
23431,0
15626,0
123,1
17789,0
36288,1
16770,0
20663,1
21401,0
14460,1
27473,1
11855,1
37413,0
6096,0
1768,1
21887,0
28764,1
36795,0
38103,0
1452,1
23420,1
35227,1
9942,0
32883,1
9092,0
39946,0
38993,0
11961,1
2806,1
2681,0
12927,0
39542,1
23643,1
3314,1
29067,1
38082,1
10563,1
29216,0
40296,0
24454,1
37691,0
28765,1
15773,1
135,1
6077,0
12652,0
11996,1
5856,0
24060,1
33038,1
24287,1
34260,0
10224,1
15941,1
37296,1
24541,1
12433,0
3237,0
26812,0
17711,1
23264,0
25842,0
13712,0
37234,0
16747,1
25840,0
30539,0
15105,1
14410,0
38577,1
22961,1
17461,0
26805,1
12018,0
21149,0
12685,1
6061,1
11399,0
11423,0
18534,1
39245,1
11486,1
5887,0
17917,1
1517,0
10297,0
11971,0
14538,1
36135,0
2380,1
1236,0
31488,1
25974,0
29162,0
8796,0
571,0
5404,0
24249,1
38933,0
32523,1
38107,0
13217,1
33920,0
36254,0
20993,1
3724,1
25,1
34653,0
18382,1
1365,0
16582,1
38807,1
3204,0
22251,1
36950,0
33813,1
4442,0
14094,1
36415,1
38865,1
15237,0
13346,1
19350,0
14391,1
2065,0
13678,0
32595,0
5061,1
21783,0
18243,1
16893,0
30737,1
27778,0
7639,1
17415,1
13437,1
38835,0
39813,1
21456,1
26389,0
28576,1
5207,1
24562,0
11299,0
19081,0
12726,1
4651,1
39223,1
28631,0
27683,0
16579,0
6624,1
15817,1
7712,1
28762,1
23663,0
1017,1
855,1
33406,1
15963,0
23170,0
5719,0
17286,1
6501,1
8192,1
25123,0
15104,0
16897,0
17986,1
15759,0
27919,1
38934,1
27487,1
8443,1
19299,1
22237,1
10614,1
30003,0
5888,1
34682,1
31607,1
30829,0
10114,1
30847,1
36641,1
34142,0
28784,1
31430,0
29547,1
26007,0
32120,0
15584,1
18022,1
17481,1
13018,1
32678,1
22101,0
2794,0
7719,1
18867,0
12897,1
34569,1
3821,0
17448,1
29306,0
7088,1
9239,0
24576,0
38925,1
12667,0
25319,0
33299,1
31977,0
4309,1
35318,1
19290,0
31698,1
12202,1
21093,1
20290,1
6421,1
14103,0
4661,1
29032,0
20665,1
12578,0
38759,1
15604,1
34049,0
33777,1
28435,0
22807,0
20485,0
38238,1
33337,1
12359,1
3846,1
13540,1
38601,1
9631,1
27813,0
28093,0
15299,1
19402,0
38180,0
29720,0
21501,0
3261,1
12526,1
36528,0
27565,0
33035,0
26663,0
27515,0
27943,1
32759,0
3867,0
6023,1
24949,1
39587,0
15040,0
11091,0
29335,1
13472,0
24701,0
15062,1
19717,0
35620,0
37071,0
7591,1
26247,0
21681,0
39203,1
21724,1
21578,0
9213,1
24702,1
21238,1
22848,0
22672,1
28956,0
1535,0
39742,1
6307,1
13803,1
14028,0
3652,1
18813,0
32296,0
3647,0
21379,0
30809,0
16622,1
35161,0
38824,1
10815,0
20926,1
9526,1
21362,0
5714,0
32068,1
29568,1
32067,1
36861,1
16525,1
20410,0
32203,0
36948,1
39009,1
35189,1
31810,0
37069,0
40124,0
32610,1
35914,0
13901,1
16903,1
5924,1
33177,0
31236,1
245,0
5483,1
5324,1
23685,0
32825,1
24905,1
30553,1
34544,0
8800,0
11731,0
20864,1
27508,1
30326,1
18797,1
13811,0
27401,1
5277,1
707,1
16047,0
14527,1
31643,0
31768,0
2524,1
59,1
11067,1
1419,1
10597,1
16151,1
7260,0
40107,0
10769,0
16321,0
34139,1
925,0
1362,1
37309,1
25532,1
27210,1
34814,1
34304,1
36205,1
21820,0
19270,1
18254,0
26435,0
3575,1
17550,0
22037,0
23094,0
25948,1
2144,1
2167,0
17803,0
40054,0
23228,0
22809,0
15058,1
40208,0
26335,0
25795,1
40062,0
16327,0
30380,0
23176,0
2205,0
21115,1
29684,0
30643,0
28163,1
30044,1
27271,0
11943,0
13520,1
12766,0
16973,1
36305,0
17589,1
6677,0
21741,0
12328,1
28232,0
561,1
1522,1
20777,1
6446,0
4290,1
14351,1
12550,0
19311,1
22628,0
40118,1
4591,0
13761,0
21558,1
14530,1
16970,1
6621,0
915,0
28586,0
19427,0
20346,0
118,1
10548,0
12801,0
29251,1
35769,0
30147,1
27704,0
4407,1
1689,0
3411,0
3133,0
1187,0
30574,0
30810,1
19083,0
1144,0
19803,0
13635,1
26240,0
16383,0
12587,1
25749,0
40469,0
28181,1
22127,1
38272,1
39453,0
27184,1
15063,1
35134,1
31354,0
11526,0
15692,0
9361,1
15855,1
11200,0
15218,1
3717,1
34784,0
17528,0
21937,0
1158,1
26658,1
38527,0
27305,1
24416,1
13853,1
9494,1
28238,1
6331,1
8456,1
10948,1
38412,1
3920,0
22163,1
15820,0
1867,0
3872,1
38036,0
11298,0
15383,0
3680,0
40018,0
15730,0
37838,0
11651,0
8506,1
31487,0
28127,1
27089,1
18936,1
15405,0
5318,0
39185,1
29413,0
16013,1
2660,1
21399,0
4205,0
28658,1
19439,0
21915,0
28157,1
15844,0
12565,0
24677,1
29674,0
16509,0
40034,1
3728,1
20265,1
2966,0
12132,0
14809,0
21735,1
14975,0
14661,0
21075,0
743,0
29466,1
16439,1
11400,0
16434,1
13031,1
807,1
11702,0
31680,1
29888,0
15495,1
7290,0
11307,1
16515,1
8041,1
30602,0
32870,1
24932,1
7021,1
22514,0
95,0
6279,0
9796,1
23468,0
29485,1
28911,1
36622,0
29004,0
26843,1
1268,0
26229,0
17346,1
39126,0
31378,0
12952,1
39476,0
24626,1
36178,0
19940,1
38600,1
35295,0
15900,0
11012,0
6103,1
33818,0
39741,0
14332,1
33640,0
16215,0
37555,1
24011,1
30633,0
4874,0
25079,1
8828,1
8810,1
19005,0
8645,0
23603,0
15891,0
24007,0
35818,0
29427,1
27483,0
26458,0
14477,0
3582,0
23423,0
35337,0
15687,0
3295,0
37856,1
35794,1
24180,1
2403,0
15548,0
7300,0
9070,1
8126,0
23878,0
5835,1
18493,0
17170,1
9069,1
4786,0
19329,1
410,0
28849,1
22026,0
14230,0
21992,0
25940,1
18573,0
33454,1
39903,0
37424,1
2816,0
13049,0
16074,0
31355,0
39592,1
21535,0
11443,0
31788,0
34514,0
31727,0
4585,0
39418,0
25790,0
34770,0
14587,0
22683,0
4417,1
14418,0
8965,0
4041,0
33180,0
12741,1
30969,1
29513,1
34161,1
27834,1
19191,1
30973,0
10558,0
19923,1
10511,1
22332,1
32087,1
38359,1
12715,1
38050,1
16319,1
36349,0
33264,0
19215,0
38422,0
39086,1
16217,0
20783,0
4516,0
35366,0
18631,1
10101,1
11913,1
1135,1
25016,1
33492,0
38120,1
22134,0
4714,0
13846,1
10790,1
12415,0
33968,0
8788,0
19084,1
9934,1
30780,1
32025,0
7482,0
11752,1
40468,1
15776,1
25891,1
14066,1
32429,1
8092,1
8251,1
6306,0
1948,0
19133,0
5447,1
28422,1
2458,1
39580,1
22282,0
38188,0
37303,1
33448,1
36806,1
21896,0
24961,1
9463,0
22678,0
34487,0
8861,0
1733,1
29229,1
25794,1
21921,0
33156,0
21135,1
40222,1
10206,1
17103,1
28223,0
9043,0
18656,0
18530,0
32228,1
13719,1
6236,1
14656,1
26127,0
23062,0
32470,0
32286,1
610,1
7946,1
5723,0
6518,1
27440,0
5351,0
22761,0
30301,1
643,0
35462,1
2161,0
3205,1
31716,0
5389,1
7858,1
5333,1
13553,0
39888,1
20790,0
13132,0
2321,1
6545,1
26290,1
22979,0
5088,1
6270,0
12543,0
33378,1
16110,1
10691,1
40010,1
34455,0
20327,1
33064,1
37890,1
28204,0
8401,1
16097,0
39920,0
16744,1
33862,1
24838,1
19294,1
29603,0
31393,1
2199,1
33808,1
7087,1
23702,0
4139,1
11697,0
13449,0
10505,1
12747,0
39170,1
7944,1
39981,1
35779,0
27671,0
30942,1
29289,1
1069,0
17906,1
33834,1
34516,0
34877,0
18566,0
36461,1
13102,1
13740,0
35456,1
33732,1
12836,1
13183,1
4172,0
16008,1
38241,1
23955,0
32665,0
19134,1
19759,1
11142,0
24318,0
11018,0
22921,1
17499,0
23823,1
9148,1
32573,1
29627,1
15829,1
31056,1
29761,1
37510,0
14965,0
22655,0
5442,0
21958,1
1760,1
23292,1
28689,0
15473,0
24750,1
14888,0
11274,1
25856,1
27039,0
35875,1
29364,1
31281,0
11782,1
34854,0
12295,0
6622,1
40462,0
8064,0
29649,1
18836,0
4038,0
4863,1
24068,0
4719,1
27162,1
24463,1
3032,1
26406,1
33534,1
22621,1
5473,1
35539,1
2235,1
29676,0
36887,1
14136,0
19298,1
7702,1
33882,1
32191,1
29156,0
39441,1
32869,0
11406,1
16385,1
6444,0
7329,0
1477,0
22239,0
28323,0
10834,0
20408,0
22933,0
29814,1
10621,0
7018,1
30870,1
11822,1
31198,1
18132,1
34350,0
21429,0
39545,0
26856,1
39225,1
14204,1
35138,1
31738,1
24545,0
39875,0
2315,1
33181,0
6170,1
7877,1
35244,0
36977,1
31,1
4013,1
32578,1
14694,1
38407,0
27762,0
17231,0
27513,1
7093,1
17404,1
16553,0
1533,1
35935,1
16867,0
26776,1
8626,1
15857,0
17091,1
2712,0
35492,1
33330,1
33344,0
37953,1
8945,1
29447,0
15645,1
17613,0
32974,0
35892,1
32020,0
577,1
35453,1
25837,1
6667,1
4914,0
13372,0
22898,0
3947,1
31808,1
37698,0
7529,0
18958,0
7661,0
1624,0
33841,1
20775,1
28289,1
10540,0
23153,0
3540,0
9756,0
8691,1
17960,1
28090,0
8527,0
237,1
33100,0
16593,0
38259,0
40306,0
35588,0
39631,0
31181,1
31398,1
2112,0
31187,0
20035,1
4390,0
37635,0
29494,0
31036,0
3479,0
18539,0
7458,1
21186,0
23356,1
10438,0
34110,0
19999,0
2003,1
26517,0
28480,1
10242,0
21981,1
13213,0
9136,0
21090,1
38957,0
12264,0
35583,0
38026,1
31560,0
1156,0
27915,0
29795,1
32887,0
2248,0
8740,1
5562,0
34230,1
15852,1
16415,1
38212,1
11876,0
38097,1
37315,0
8287,0
17341,0
29119,0
33817,0
994,1
29623,0
4600,1
17454,0
3817,0
28216,1
29365,0
16816,1
7658,0
22768,0
11092,0
33944,1
29790,0
32978,1
26901,1
14991,0
17379,1
19772,1
3310,1
38385,1
34942,0
24631,1
12375,1
8160,1
30808,0
20474,0
11830,1
14739,1
5709,0
38794,0
1241,1
26742,0
28217,0
25194,1
2565,0
18882,1
12920,0
5502,1
35594,0
5995,1
9182,0
28573,0
27263,0
21968,1
1199,0
12944,0
38769,0
9437,0
25815,1
37043,0
1692,0
36891,1
1709,0
14451,0
24048,1
35002,1
20247,0
37560,0
18265,1
36787,1
4435,0
30084,1
14823,1
36635,1
26753,1
17992,1
31785,0
22664,0
22598,1
9013,1
19399,1
15658,0
23497,0
3151,0
2988,1
19724,0
